publicFoodKey,classification,foodName,energy,protein,fatTotal,totalDietaryFibre,totalSugars,carbohydrates,calcium,iodine,magnesium,potassium,sodium,saturatedFat
F000002,15202,"Abalone, black lip, aquacultured, raw",332,16.2,0.8,0.0,0.4,1.6,29,50.5,69,250,390,0.16
F000003,15202,"Abalone, black lip, wild, raw",380,19.4,0.6,0.0,0.4,1.6,21,80.0,54,285,268,0.14
F000004,15202,"Abalone, brown lip, wild, raw",352,17.8,0.6,0.0,0.4,1.6,20,110.0,46,210,280,0.15
F000005,15202,"Abalone, green lip, aquacultured, raw",345,17.1,0.8,0.0,0.4,1.6,58,201.7,65,260,792,0.17
F000006,15202,"Abalone, green lip, wild, raw",363,18.7,0.5,0.0,0.4,1.6,19,190.0,45,252,255,0.13
F000050,29301,"Alcoholic beverage, spirit, approximately 30% v/v, all (Brandy, Gin, Rum, Vodka and Whisky), cooked",302,0.0,0.0,0.0,0.3,0.3,1,0.0,1,1,2,0.00
F000051,29301,"Alcoholic beverage, spirit, approximately 40% v/v, all (Brandy, Gin, Rum, Vodka and Whisky)",892,0.0,0.0,0.0,0.1,0.1,1,0.0,0,1,3,0.00
F009827,20106,"Almond beverage, added sugar & Ca",115,0.5,1.4,0.6,2.2,3.0,68,1.1,4,16,43,0.12
F009828,20106,"Almond beverage, added sugar & vitamins B1, B2 & B12 & Ca",115,0.5,1.4,0.6,2.2,3.0,120,1.1,8,19,33,0.12
F009825,20106,"Almond beverage, added sugar, unfortified",115,0.5,1.4,0.6,2.2,3.0,3,1.1,5,31,53,0.12
F009826,20106,"Almond beverage, no added sugar, added Ca",65,0.5,1.4,0.5,0.0,0.0,66,1.1,8,19,43,0.12
F009824,20106,"Almond beverage, no added sugar, unfortified",65,0.5,1.4,0.5,0.0,0.0,7,1.1,6,19,40,0.12
F000061,12101,"Amaranth, grain, whole, uncooked",1527,15.2,6.4,11.1,3.8,55.6,147,1.0,237,508,2,1.62
F000074,15401,"Anchovy, canned in oil, drained",762,25.4,8.9,0.0,0.0,0.0,167,13.0,69,180,5480,1.97
F000086,16101,"Apple, bonza, unpeeled, raw",244,0.3,0.3,3.2,11.5,12.0,6,0.0,5,88,0,0.00
F000089,16802,"Apple, dried",1078,1.2,0.0,8.5,59.4,60.4,22,2.4,24,640,260,0.00
F000091,16101,"Apple, fuji, unpeeled, raw",245,0.3,0.3,2.4,12.1,12.5,6,0.0,4,91,2,0.00
F000092,16101,"Apple, golden delicious, unpeeled, raw",202,0.3,0.0,2.5,10.5,10.8,4,0.0,4,90,2,0.00
F000095,16101,"Apple, granny-smith, unpeeled, raw",202,0.3,0.0,2.3,10.3,10.8,5,0.0,4,108,1,0.00
F000098,14676,"Apple, green skin, unpeeled, raw",202,0.3,0.0,2.4,10.4,10.8,4,0.0,4,99,2,0.00
F000099,16101,"Apple, jonathon, unpeeled, raw",226,0.3,0.0,2.3,11.8,12.3,4,0.0,4,110,1,0.00
F000105,16101,"Apple, pink lady, unpeeled, raw",242,0.2,0.0,3.0,12.2,12.8,4,0.0,5,120,1,0.00
F000107,16101,"Apple, red delicious, unpeeled, raw",248,0.3,0.0,2.3,13.0,13.8,5,0.0,4,102,1,0.00
F000110,16101,"Apple, red skin, unpeeled, raw",240,0.2,0.0,2.7,12.0,12.7,5,0.0,5,113,1,0.00
F000111,16101,"Apple, royal gala, unpeeled, raw",222,0.4,0.0,2.1,11.1,12.1,5,0.0,6,110,1,0.00
F000122,16404,"Apricot, canned in pear juice",192,0.8,0.0,1.8,8.2,9.6,12,0.4,10,189,4,0.00
F000123,16404,"Apricot, canned in pear juice, drained",196,1.0,0.0,3.1,7.8,8.9,15,0.8,10,140,3,0.00
F000124,16404,"Apricot, canned in pear juice, juice only",187,0.5,0.0,0.0,8.7,10.5,7,0.0,9,260,5,0.00
F000130,16802,"Apricot, dried",886,4.3,0.2,8.4,40.5,44.4,67,2.2,57,1510,37,0.00
F000134,16403,"Apricot, raw",167,0.2,0.4,1.5,7.6,7.7,13,0.0,12,290,0,0.00
F000141,24402,"Artichoke heart, canned in brine, drained",104,1.9,0.3,4.7,1.1,1.2,33,0.0,22,180,280,0.00
F000142,24402,"Artichoke, globe, boiled, drained",170,3.3,0.2,9.5,1.0,1.5,34,0.0,20,381,7,0.00
F000144,24402,"Artichoke, globe, raw",145,2.8,0.2,8.1,0.9,1.3,30,0.0,18,360,6,0.00
F000145,24302,"Artichoke, jerusalem, peeled, boiled, drained",263,2.2,0.1,3.2,2.9,11.3,20,0.0,11,503,5,0.00
F000146,24302,"Artichoke, jerusalem, peeled, raw",245,2.1,0.1,3.0,2.7,10.5,20,0.0,11,520,5,0.00
F000149,24402,"Asparagus, canned in brine, drained",101,1.9,0.1,3.9,1.5,1.5,12,0.0,7,120,240,0.00
F000151,24402,"Asparagus, green, boiled, drained",104,2.9,0.1,2.5,1.6,1.6,12,0.0,17,339,2,0.00
F000155,24402,"Asparagus, green, raw",88,2.5,0.1,2.2,1.4,1.4,11,0.0,15,320,2,0.00
F000162,24705,"Avocado, raw",579,1.6,13.2,7.5,0.0,0.2,10,0.0,26,450,7,1.93
F000223,18601,"Bacon, middle rasher, separable fat, fried, no added fat",3204,11.6,81.1,0.0,0.4,0.4,4,4.9,11,190,1000,32.07
F000224,18601,"Bacon, middle rasher, separable lean, fried, no added fat",858,31.2,8.5,0.0,0.8,0.8,10,5.1,29,440,2200,3.14
F000228,18601,"Bacon, middle rasher, untrimmed, raw",1310,15.4,28.2,0.0,0.2,0.2,4,0.0,15,277,1274,10.95
F000231,18601,"Bacon, shortcut, as purchased without rind, fried, no added fat",1046,30.4,13.9,0.0,0.9,0.9,8,5.2,30,450,2000,5.25
F000243,25201,"Baked beans, canned in tomato sauce",334,4.8,0.3,4.8,2.1,10.0,39,1.5,27,240,378,0.04
F000244,25201,"Baked beans, canned in tomato sauce, reduced salt",354,4.8,0.3,4.8,3.4,11.3,39,1.5,27,240,294,0.04
F000247,31501,"Baking powder, dry powder",364,0.8,0.3,0.4,0.0,19.8,6,1.0,9,8267,6868,0.05
F000248,31501,"Baking soda (bicarbonate), dry powder",0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,27360,0.00
F009804,28201,"Ball, snack, date based",1389,8.8,11.7,9.9,41.0,45.0,100,5.1,160,970,35,4.26
F000253,24402,"Bamboo shoot, canned in water, heated, drained",57,0.8,0.0,2.8,0.8,1.3,15,0.7,5,51,10,0.00
F000262,16501,"Banana, cavendish, peeled, raw",394,1.4,0.2,2.2,12.8,19.6,5,0.4,31,346,0,0.00
F000267,16501,"Banana, lady finger or sugar, peeled, raw",474,1.5,0.1,3.7,18.2,25.0,10,0.0,38,320,2,0.00
F000279,28102,"Bar, cherry & coconut centre, dark chocolate-coated",1785,4.4,22.4,4.7,48.6,52.6,50,6.4,58,270,46,16.31
F000285,28102,"Bar, coconut cream centre, milk chocolate-coated",1778,4.5,22.4,7.4,44.3,52.1,87,0.0,41,310,130,17.39
F000296,28103,"Bar, honeycomb centre, milk chocolate-coated",1772,2.6,16.2,0.3,64.2,70.0,76,0.0,31,340,260,14.91
F000333,28302,"Bar, muesli, plain or with dried fruit",1586,8.3,11.5,7.0,15.9,59.2,26,0.0,72,335,144,3.20
F000337,28303,"Bar, muesli, plain or with dried fruit, chocolate-coated",1653,6.1,11.5,6.4,20.1,64.1,37,0.0,68,272,70,6.65
F000339,28303,"Bar, muesli, plain or with dried fruit, yoghurt-coated",1675,6.6,14.0,6.4,23.1,59.5,97,0.0,62,359,74,8.85
F000344,28302,"Bar, muesli, with nuts",1861,9.4,19.9,6.8,14.0,54.2,29,0.8,62,318,162,5.30
F000348,28103,"Bar, nougat & caramel centre, milk chocolate-coated",1712,5.2,17.2,1.6,55.3,62.6,160,0.0,34,290,190,10.13
F000368,28304,"Bar, snack, fruit filled, baked",1400,3.9,3.0,4.5,31.4,71.1,22,2.0,19,174,199,1.27
F009803,,"Bar, snack, oat based, baked",1910,8.0,26.7,5.7,21.2,44.8,78,8.3,89,340,170,16.72
F009802,28301,"Bar, snack, with >35% nuts, added protein",1982,25.0,31.9,4.8,15.0,20.8,88,6.0,110,450,270,6.85
F009801,28202,"Bar, snack, with >55% nuts",2163,18.8,34.6,6.8,15.9,31.0,99,2.3,180,580,39,4.86
F000378,12101,"Barley, pearl, boiled, no added fat or salt",590,4.1,1.3,5.4,0.4,25.1,14,1.4,41,145,10,0.21
F000379,12101,"Barley, pearl, uncooked",1424,9.9,3.1,13.1,1.0,60.6,28,0.0,95,350,10,0.50
F000385,15101,"Barramundi, aquacultured, fillet, grilled, no added fat",717,26.4,7.3,0.0,0.0,0.0,25,3.0,40,473,76,1.64
F000386,15101,"Barramundi, aquacultured, fillet, raw",523,19.2,5.3,0.0,0.0,0.0,18,2.3,29,345,56,1.19
F000387,15101,"Barramundi, aquacultured, fillet, steamed with no added fat",623,22.9,6.3,0.0,0.0,0.0,22,2.2,31,349,56,1.42
F000396,24403,"Basil, green, fresh, raw",94,2.6,0.5,3.3,0.0,0.2,220,6.4,55,440,10,0.03
F000401,15101,"Bassa (basa), fillet, baked, no added fat",455,21.5,2.4,0.0,0.0,0.0,25,39.0,42,475,115,0.69
F000403,15101,"Bassa (basa), fillet, steamed, no added fat",396,18.7,2.1,0.0,0.0,0.0,22,28.6,33,351,85,0.60
F000402,15101,"Bassa, fillet, raw",332,15.7,1.8,0.0,0.0,0.0,18,30.0,31,347,84,0.50
F000416,24502,"Bean, broad, dried",1300,24.3,2.1,18.6,2.7,37.0,108,0.0,140,1062,21,0.32
F000418,24502,"Bean, broad, fresh, boiled, drained",252,7.4,0.5,7.6,0.8,2.4,16,0.0,26,202,3,0.00
F000419,24502,"Bean, broad, fresh, raw",235,6.9,0.5,7.1,0.7,2.2,17,0.0,30,250,4,0.00
F000421,24502,"Bean, butter, fresh, boiled, drained",112,2.5,0.2,2.5,1.9,2.5,15,0.0,19,185,2,0.00
F000422,24502,"Bean, butter, fresh, raw",104,2.3,0.2,2.3,1.8,2.3,16,0.0,22,230,3,0.00
F000430,24502,"Bean, green, fresh, boiled, drained",114,1.9,0.0,3.0,2.8,3.5,41,0.8,21,226,0,0.00
F000431,24502,"Bean, green, fresh, raw",106,1.8,0.0,2.8,2.6,3.3,45,1.0,24,280,0,0.00
F000434,24502,"Bean, green, frozen, boiled, drained",108,1.4,0.2,3.8,1.3,2.8,33,0.0,18,76,2,0.00
F000436,25101,"Bean, haricot, dried",1220,21.9,2.2,18.5,3.5,34.8,150,0.0,160,1290,4,0.27
F000437,25101,"Bean, haricot, dried, boiled, drained",464,8.2,0.7,8.8,4.7,12.6,57,0.0,49,340,8,0.09
F000441,25101,"Bean, lima, dried",1299,21.4,1.7,17.7,3.7,40.6,55,0.0,170,1900,3,0.39
F000442,25101,"Bean, lima, dried, boiled, drained",355,6.4,0.3,5.3,0.6,10.2,16,0.0,35,350,7,0.07
F000446,24502,"Bean, mung, whole, dried, uncooked",1320,24.5,2.0,13.7,2.1,41.9,89,0.0,184,1250,1,0.64
F000448,25102,"Bean, red kidney, canned, drained",441,6.6,0.6,6.5,2.4,14.0,36,0.0,30,270,320,0.22
F000449,25101,"Bean, red kidney, dried",1250,22.5,1.8,21.5,3.4,35.6,95,0.0,140,1470,3,0.27
F000451,25101,"Bean, red kidney, dried, boiled, drained",382,7.9,0.5,7.2,0.6,9.1,34,0.0,38,290,8,0.07
F000452,24502,"Bean, red kidney, fresh, boiled, drained",604,13.8,0.4,9.8,1.3,15.8,11,0.0,15,395,2,0.00
F000453,24502,"Bean, red kidney, fresh, raw",561,12.8,0.4,9.1,1.2,14.7,12,0.0,18,490,3,0.00
F000472,18101,"Beef, all cuts, separable fat, cooked, no added fat",2317,15.3,55.6,0.0,0.0,0.0,8,2.6,11,160,29,21.58
F000473,18101,"Beef, all cuts, separable fat, raw",2478,12.1,61.4,0.0,0.0,0.0,6,2.2,9,160,25,25.68
F000503,18101,"Beef, boneless dice or strips, lean, casseroled, no added fat",745,37.0,3.1,0.0,0.0,0.0,5,0.8,21,251,28,1.12
F000504,18101,"Beef, boneless dice or strips, lean, raw",555,27.6,2.4,0.0,0.0,0.0,4,1.2,24,340,38,0.84
F000505,18101,"Beef, boneless dice or strips, lean, stir-fried, no added fat",648,31.5,3.0,0.0,0.0,0.0,4,1.7,23,360,47,0.98
F000506,18101,"Beef, boneless dice or strips, untrimmed, casseroled, no added fat",763,36.7,3.7,0.0,0.0,0.0,5,0.8,21,250,28,1.35
F000507,18101,"Beef, boneless dice or strips, untrimmed, raw",587,27.3,3.3,0.0,0.0,0.0,4,1.2,24,337,38,1.24
F000508,18101,"Beef, boneless dice or strips, untrimmed, stir-fried, no added fat",667,31.3,3.6,0.0,0.0,0.0,4,1.7,23,358,47,1.21
F000519,18101,"Beef, casserole meat, boneless or bone-in, blade, lean, casseroled",653,30.6,3.6,0.0,0.0,0.0,5,0.8,22,258,42,1.28
F000513,18101,"Beef, casserole meat, boneless or bone-in, shin, lean, casseroled, no added fat",682,33.8,2.8,0.5,0.0,0.0,14,1.7,25,320,60,1.04
F000514,18101,"Beef, casserole meat, boneless or bone-in, shin, lean, raw",394,21.9,0.6,0.0,0.0,0.0,9,1.2,24,370,69,0.20
F000515,18101,"Beef, casserole meat, boneless or bone-in, shin, semi-trimmed, casseroled, no added fat",764,32.9,5.4,0.5,0.0,0.0,14,1.7,24,312,58,2.07
F000516,18101,"Beef, casserole meat, boneless or bone-in, shin, semi-trimmed, raw",457,21.6,2.4,0.0,0.0,0.0,9,1.2,24,364,68,0.97
F000517,18101,"Beef, casserole meat, boneless or bone-in, shin, untrimmed, casseroled, no added fat",960,30.6,11.8,0.4,0.0,0.0,13,1.8,23,293,55,4.53
F000518,18101,"Beef, casserole meat, boneless or bone-in, shin, untrimmed, raw",519,21.3,4.2,0.0,0.0,0.0,9,1.2,23,357,66,1.73
F009785,18101,"Beef, casserole meat, boneless, blade or chuck, lean, casseroled, no added fat",803,31.8,7.1,0.0,0.0,0.0,5,1.3,23,279,48,2.41
F009782,18101,"Beef, casserole meat, boneless, blade or chuck, lean, raw",495,22.6,3.0,0.0,0.0,0.0,4,1.2,23,350,59,1.07
F009786,18101,"Beef, casserole meat, boneless, blade or chuck, semi-trimmed, casseroled",903,30.7,10.3,0.0,0.0,0.0,6,1.3,22,271,46,3.68
F009783,18101,"Beef, casserole meat, boneless, blade or chuck, semi-trimmed, raw",646,21.8,7.4,0.0,0.0,0.0,4,1.3,22,335,56,2.94
F009787,18101,"Beef, casserole meat, boneless, blade or chuck, untrimmed, casseroled, no added fat",942,30.3,11.5,0.0,0.0,0.0,6,1.4,22,268,46,4.17
F009784,18101,"Beef, casserole meat, boneless, blade or chuck, untrimmed, raw",731,21.3,10.0,0.0,0.0,0.0,4,1.3,21,327,55,4.00
F000520,18101,"Beef, casserole meat, boneless, blade, semi-trimmed, casseroled",744,29.8,6.4,0.0,0.0,0.0,5,0.9,21,253,42,2.38
F000521,18101,"Beef, casserole meat, boneless, blade, untrimmed, casseroled",794,29.3,8.0,0.0,0.0,0.0,5,1.0,21,250,41,3.00
F000522,18101,"Beef, casserole meat, boneless, chuck, lean, casseroled, no added fat",953,33.0,10.6,0.0,0.0,0.0,6,1.7,24,300,53,3.54
F000523,18101,"Beef, casserole meat, boneless, chuck, lean, raw",517,23.0,3.4,0.0,0.0,0.0,4,1.2,22,360,62,1.21
F000524,18101,"Beef, casserole meat, boneless, chuck, semi-trimmed, casseroled",1062,31.6,14.2,0.0,0.0,0.0,6,1.8,23,289,51,4.98
F000525,18101,"Beef, casserole meat, boneless, chuck, semi-trimmed, raw",693,22.0,8.6,0.0,0.0,0.0,4,1.3,21,342,59,3.41
F000526,18101,"Beef, casserole meat, boneless, chuck, untrimmed, casseroled, no added fat",1089,31.2,15.1,0.0,0.0,0.0,6,1.8,23,286,51,5.34
F000527,18101,"Beef, casserole meat, boneless, chuck, untrimmed, raw",755,21.7,10.4,0.0,0.0,0.0,4,1.3,20,336,58,4.19
F000544,18606,"Beef, corned, canned",957,21.5,15.7,0.7,0.3,0.3,6,8.2,12,140,750,7.39
F000559,18101,"Beef, diced, lean, casseroled, no added fat",750,36.5,3.5,0.0,0.0,0.0,5,0.8,20,244,27,1.26
F000560,18101,"Beef, diced, lean, dry-fried, no added fat",653,32.1,2.9,0.0,0.0,0.0,4,1.7,23,360,47,0.93
F000561,18101,"Beef, diced, lean, raw",574,27.9,2.7,0.0,0.0,0.0,4,1.2,24,340,38,0.96
F000562,18101,"Beef, diced, untrimmed, casseroled, no added fat",774,36.2,4.3,0.0,0.0,0.0,5,0.8,20,243,27,1.56
F000563,18101,"Beef, diced, untrimmed, dry-fried, no added fat",678,31.8,3.7,0.0,0.0,0.0,4,1.7,23,357,47,1.24
F000564,18101,"Beef, diced, untrimmed, raw",614,27.6,3.9,0.0,0.0,0.0,4,1.2,24,336,38,1.48
F000655,18101,"Beef, mince, higher fat, raw",767,22.5,10.4,0.0,0.0,0.0,4,2.2,23,305,51,4.74
F000656,18101,"Beef, mince, higher fat, stir-fried, no added fat",968,27.6,13.5,0.0,0.0,0.0,5,2.6,22,359,60,5.99
F000666,18101,"Beef, mince, lower fat, raw",541,22.9,4.1,0.0,0.0,0.0,7,0.0,27,348,68,1.76
F000667,18101,"Beef, mince, lower fat, stir-fried, no added fat",849,32.3,8.1,0.0,0.0,0.0,9,0.0,27,421,82,3.55
F000678,18101,"Beef, mince, regular fat, raw",710,22.4,8.9,0.0,0.0,0.0,7,0.0,27,348,68,3.83
F000679,18101,"Beef, mince, regular fat, stir-fried, no added fat",1108,29.5,16.4,0.0,0.0,0.0,9,0.0,27,421,82,7.52
F000704,18101,"Beef, roasting piece, silverside or topside, lean, raw",526,23.0,3.6,0.0,0.0,0.0,4,1.2,24,356,44,1.38
F000705,18101,"Beef, roasting piece, silverside or topside, lean, roasted, no added fat",662,29.8,4.2,0.0,0.0,0.0,4,1.7,24,340,54,1.16
F000706,18101,"Beef, roasting piece, silverside or topside, semi-trimmed, raw",563,22.8,4.7,0.0,0.0,0.0,4,1.2,23,353,43,1.84
F000707,18101,"Beef, roasting piece, silverside or topside, semi-trimmed, roasted, no added fat",711,29.4,5.7,0.0,0.0,0.0,4,1.7,24,335,53,1.77
F000708,18101,"Beef, roasting piece, silverside or topside, untrimmed, raw",696,22.0,8.7,0.0,0.0,0.0,4,1.3,22,340,42,3.50
F000709,18101,"Beef, roasting piece, silverside or topside, untrimmed, roasted, no added fat",795,28.6,8.3,0.0,0.0,0.0,4,1.8,23,326,52,2.81
F000738,18101,"Beef, rump steak, lean, grilled, no added fat",710,32.0,4.5,0.0,0.0,0.0,6,1.7,27,350,43,1.50
F000739,18101,"Beef, rump steak, lean, raw",450,20.4,2.8,0.0,0.0,0.0,4,1.2,26,370,50,1.00
F000751,18101,"Beef, rump steak, semi-trimmed, grilled, no added fat",804,31.0,7.5,0.0,0.0,0.0,6,1.8,26,339,42,2.67
F000752,18101,"Beef, rump steak, semi-trimmed, raw",546,20.0,5.6,0.0,0.0,0.0,4,1.2,25,360,49,2.16
F000764,18101,"Beef, rump steak, untrimmed, grilled, no added fat",910,29.9,10.8,0.0,0.0,0.0,6,1.8,25,326,41,4.00
F000765,18101,"Beef, rump steak, untrimmed, raw",815,18.9,13.3,0.0,0.0,0.0,4,1.4,23,332,46,5.44
F000792,18101,"Beef, silverside roast, lean, raw",495,24.1,2.3,0.0,0.0,0.0,4,1.2,24,360,44,0.83
F000793,18101,"Beef, silverside roast, lean, roasted, no added fat",664,26.9,5.6,0.0,0.0,0.0,4,1.7,24,340,54,1.55
F000795,18101,"Beef, silverside roast, semi-trimmed, raw",568,23.6,4.5,0.0,0.0,0.0,4,1.2,23,353,43,1.75
F000796,18101,"Beef, silverside roast, semi-trimmed, roasted, no added fat",704,26.6,6.8,0.0,0.0,0.0,4,1.7,24,336,53,2.03
F000798,18101,"Beef, silverside roast, untrimmed, raw",710,22.8,8.7,0.0,0.0,0.0,4,1.3,22,338,42,3.54
F000799,18101,"Beef, silverside roast, untrimmed, roasted, no added fat",797,26.0,9.6,0.0,0.0,0.0,4,1.8,23,326,52,3.16
F000809,18101,"Beef, sirloin steak, lean, grilled, no added fat",659,30.5,3.8,0.0,0.0,0.0,10,1.7,26,350,49,1.24
F000810,18101,"Beef, sirloin steak, lean, raw",480,24.1,1.9,0.0,0.0,0.0,6,1.2,27,380,57,0.71
F000817,18101,"Beef, sirloin steak, semi-trimmed, grilled, no added fat",746,29.7,6.5,0.0,0.0,0.0,10,1.7,25,340,48,2.31
F000818,18101,"Beef, sirloin steak, semi-trimmed, raw",599,23.4,5.4,0.0,0.0,0.0,6,1.2,26,367,55,2.21
F000824,18101,"Beef, sirloin steak, untrimmed, grilled, no added fat",1007,27.3,14.7,0.0,0.0,0.0,9,1.9,23,310,45,5.51
F000825,18101,"Beef, sirloin steak, untrimmed, raw",930,21.4,15.3,0.0,0.0,0.0,6,1.4,23,330,50,6.33
F000877,18101,"Beef, steak, boneless or bone-in, blade, lean, grilled, no added fat",650,31.9,2.9,0.0,0.0,0.0,6,1.7,30,400,48,0.97
F000826,18101,"Beef, steak, boneless or bone-in, blade, lean, raw",474,22.2,2.6,0.0,0.0,0.0,4,1.2,24,340,56,0.93
F000878,18101,"Beef, steak, boneless or bone-in, blade, semi-trimmed, grilled, no added fat",740,31.0,5.8,0.0,0.0,0.0,6,1.7,29,387,47,2.09
F000827,18101,"Beef, steak, boneless or bone-in, blade, semi-trimmed, raw",598,21.6,6.2,0.0,0.0,0.0,4,1.3,23,329,54,2.46
F000828,18101,"Beef, steak, boneless or bone-in, blade, untrimmed, raw",707,21.0,9.5,0.0,0.0,0.0,5,1.3,22,319,52,3.82
F000829,18101,"Beef, steak, boneless rump or sirloin, lean, grilled, no added fat",684,31.2,4.1,0.0,0.0,0.0,8,1.7,26,350,46,1.37
F000830,18101,"Beef, steak, boneless rump or sirloin, lean, raw",465,22.2,2.4,0.0,0.0,0.0,5,1.2,26,375,54,0.86
F000831,18101,"Beef, steak, boneless rump or sirloin, semi-trimmed, grilled, no added fat",775,30.4,7.0,0.0,0.0,0.0,8,1.7,26,339,45,2.49
F000832,18101,"Beef, steak, boneless rump or sirloin, semi-trimmed, raw",572,21.7,5.5,0.0,0.0,0.0,5,1.2,26,363,52,2.18
F000833,18101,"Beef, steak, boneless rump or sirloin, untrimmed, grilled, no added fat",959,28.6,12.8,0.0,0.0,0.0,8,1.8,24,318,43,4.76
F000834,18101,"Beef, steak, boneless rump or sirloin, untrimmed, raw",872,20.2,14.3,0.0,0.0,0.0,5,1.4,23,331,48,5.89
F000835,18101,"Beef, steak, boneless, fillet or tenderloin, lean, grilled, no added fat",746,31.9,5.5,0.0,0.0,0.0,10,1.7,26,350,49,1.80
F000836,18101,"Beef, steak, boneless, fillet or tenderloin, lean, raw",570,22.2,5.2,0.0,0.0,0.0,6,1.2,27,380,57,1.95
F000837,18101,"Beef, steak, boneless, fillet or tenderloin, semi-trimmed, grilled, no added fat",783,31.5,6.7,0.0,0.0,0.0,10,1.7,26,345,48,2.27
F009781,18101,"Beef, steak, boneless, fillet or tenderloin, semi-trimmed, raw",665,21.7,8.0,0.0,0.0,0.0,6,1.2,26,369,55,3.14
F000838,18101,"Beef, steak, boneless, fillet or tenderloin, untrimmed, grilled, no added fat",849,30.8,8.8,0.0,0.0,0.0,9,1.8,25,337,48,3.10
F000839,18101,"Beef, steak, boneless, fillet or tenderloin, untrimmed, raw",710,21.4,9.3,0.0,0.0,0.0,6,1.3,26,364,55,3.70
F000840,18101,"Beef, steak, boneless, round, lean, grilled, no added fat",615,31.8,2.0,0.0,0.0,0.0,6,1.7,27,350,43,0.69
F000841,18101,"Beef, steak, boneless, round, lean, raw",420,21.0,1.7,0.0,0.0,0.0,4,1.2,26,370,50,0.58
F000842,18101,"Beef, steak, boneless, round, semi-trimmed, grilled, no added fat",656,31.4,3.3,0.0,0.0,0.0,6,1.7,27,345,43,1.20
F000843,18101,"Beef, steak, boneless, round, semi-trimmed, raw",525,20.5,4.7,0.0,0.0,0.0,4,1.2,25,359,49,1.86
F000844,18101,"Beef, steak, boneless, round, untrimmed, grilled, no added fat",697,31.0,4.6,0.0,0.0,0.0,6,1.7,26,341,42,1.69
F000845,18101,"Beef, steak, boneless, round, untrimmed, raw",568,20.4,6.0,0.0,0.0,0.0,4,1.3,25,355,48,2.38
F000846,18101,"Beef, steak, boneless, scotch fillet, lean, grilled, no added fat",707,31.9,4.5,0.0,0.0,0.0,10,1.7,26,350,49,1.46
F000847,18101,"Beef, steak, boneless, scotch fillet, lean, raw",508,23.8,2.8,0.0,0.0,0.0,6,1.2,27,380,57,1.05
F000848,18101,"Beef, steak, boneless, scotch fillet, semi-trimmed, grilled, no added fat",862,30.3,9.4,0.0,0.0,0.0,9,1.8,24,332,47,3.40
F000849,18101,"Beef, steak, boneless, scotch fillet, semi-trimmed, raw",751,22.4,10.0,0.0,0.0,0.0,6,1.3,25,353,53,4.09
F000850,18101,"Beef, steak, boneless, scotch fillet, untrimmed, grilled, no added fat",953,29.4,12.3,0.0,0.0,0.0,9,1.8,24,321,46,4.53
F000851,18101,"Beef, steak, boneless, scotch fillet, untrimmed, raw",883,21.6,13.9,0.0,0.0,0.0,6,1.4,24,338,51,5.74
F000879,18101,"Beef, steak, with bone, blade, untrimmed, grilled, no added fat",791,30.5,7.4,0.0,0.0,0.0,6,1.8,28,380,46,2.72
F000880,18101,"Beef, steak, with bone, T-bone or blade, lean, grilled, no added fat",643,30.6,3.4,0.0,0.0,0.0,8,1.7,28,375,48,1.11
F000881,18101,"Beef, steak, with bone, T-bone or blade, lean, raw",480,23.3,2.3,0.0,0.0,0.0,5,1.2,26,360,56,0.83
F000882,18101,"Beef, steak, with bone, T-bone or blade, semi-trimmed, grilled, no added fat",789,29.3,7.9,0.0,0.0,0.0,8,1.8,26,357,47,2.88
F000883,18101,"Beef, steak, with bone, T-bone or blade, semi-trimmed, raw",668,22.2,7.8,0.0,0.0,0.0,5,1.3,24,340,54,3.17
F000884,18101,"Beef, steak, with bone, T-bone or blade, untrimmed, grilled, no added fat",888,28.4,10.9,0.0,0.0,0.0,8,1.8,26,345,46,4.08
F000885,18101,"Beef, steak, with bone, T-bone or blade, untrimmed, raw",848,21.2,13.2,0.0,0.0,0.0,5,1.4,22,322,51,5.42
F000886,18101,"Beef, steak, with bone, T-bone, lean, grilled, no added fat",637,29.2,3.8,0.0,0.0,0.0,10,1.7,26,350,49,1.25
F000887,18101,"Beef, steak, with bone, T-bone, lean, raw",487,24.4,2.0,0.0,0.0,0.0,6,1.2,27,380,57,0.74
F000888,18101,"Beef, steak, with bone, T-bone, semi-trimmed, grilled, no added fat",837,27.5,10.0,0.0,0.0,0.0,9,1.8,24,327,47,3.66
F000889,18101,"Beef, steak, with bone, T-bone, semi-trimmed, raw",738,22.8,9.4,0.0,0.0,0.0,6,1.3,25,352,53,3.88
F000890,18101,"Beef, steak, with bone, T-bone, untrimmed, grilled, no added fat",984,26.3,14.5,0.0,0.0,0.0,9,1.9,23,311,45,5.44
F000891,18101,"Beef, steak, with bone, T-bone, untrimmed, raw",988,21.3,16.9,0.0,0.0,0.0,6,1.4,22,325,49,7.02
F000929,18101,"Beef, stir-fry strips, lean, dry-fried, no added fat",644,30.9,3.2,0.0,0.0,0.0,4,1.7,23,360,47,1.02
F000931,18101,"Beef, stir-fry strips, lean, raw",536,27.2,2.0,0.0,0.0,0.0,4,1.2,24,340,38,0.71
F000932,18101,"Beef, stir-fry strips, untrimmed, dry-fried, no added fat",657,30.8,3.6,0.0,0.0,0.0,4,1.7,23,358,47,1.19
