publicFoodKey,classification,foodName,energy,protein,fatTotal,totalDietaryFibre,totalSugars,carbohydrates,calcium,iodine,magnesium,potassium,sodium,saturatedFat
F003821,31302,"Fenugreek seed, dried",1080,23.0,6.4,47.6,0.6,4.2,176,2.3,191,770,67,1.03
F003832,16802,"Fig, dried",1082,3.6,0.7,14.3,52.6,54.5,200,0.8,73,780,39,0.19
F003834,16503,"Fig, fresh, unpeeled, raw",195,1.4,0.3,3.3,8.1,8.1,38,0.0,9,180,3,0.00
F003896,15501,"Fish finger, crumbed, purchased frozen, grilled, no added fat",1050,13.8,13.2,1.2,1.7,18.9,15,4.8,25,216,341,1.78
F003897,15501,"Fish finger, crumbed, purchased frozen, raw",924,12.1,11.6,1.1,1.5,16.6,13,4.4,22,190,300,1.56
F003907,15501,"Fish, battered or crumbed, from takeaway outlet, deep fried, blended frying fat, ready to eat",1006,15.2,13.2,0.1,0.6,15.2,21,1.0,23,243,406,4.58
F003920,15302,"Fish, eel, raw",745,18.4,11.7,0.0,0.0,0.0,20,21.6,20,272,51,2.36
F003950,15501,"Fish, white flesh, battered, packaged frozen, baked, no added fat",820,12.2,7.0,0.5,1.6,20.6,21,10.7,23,243,383,0.77
F003954,15501,"Fish, white flesh, crumbed, packaged frozen, baked, no added fat",856,11.8,10.0,0.5,1.7,16.7,21,10.7,24,243,383,1.12
F003970,15101,"Flathead, flesh, baked, no added fat",541,28.8,1.4,0.0,0.0,0.0,86,0.0,40,551,133,0.38
F003973,15101,"Flathead, flesh, raw",395,21.1,1.0,0.0,0.0,0.0,63,0.0,29,402,97,0.28
F003974,15101,"Flathead, flesh, steamed, no added fat",487,26.1,1.2,0.0,0.0,0.0,45,10.0,32,405,91,0.34
F003983,12103,"Flour, arrowroot",1378,0.4,0.2,3.4,0.0,78.6,35,0.5,4,12,2,0.05
F003986,25201,"Flour, chickpea (besan)",1373,19.7,5.5,20.8,2.2,38.5,159,0.0,134,396,11,0.56
F003989,12103,"Flour, cornflour, from maize & wheat starch",1466,0.6,0.4,0.5,0.0,84.4,8,0.0,5,16,10,0.08
F003988,12103,"Flour, cornflour, from maize starch",1458,0.4,0.6,0.0,0.0,84.1,3,11.0,3,9,16,0.11
F003990,12103,"Flour, gluten free, plain",1480,3.4,1.1,1.7,0.3,80.5,24,14.0,27,120,21,0.14
F003998,12103,"Flour, rice",1437,7.3,2.0,2.2,0.6,71.6,6,10.2,70,144,1,0.34
F004000,12103,"Flour, rye",1348,11.4,2.3,17.3,1.4,54.9,44,3.0,123,432,4,0.29
F004002,25201,"Flour, soya",1543,49.8,8.9,16.0,9.3,14.6,285,0.0,285,2090,9,1.53
F004004,12103,"Flour, spelt",1470,18.7,2.4,7.4,0.9,59.1,29,1.3,110,330,2,0.27
F004006,12104,"Flour, wheat, white, high protein or bread making flour",1464,11.7,1.7,2.5,1.8,69.6,21,8.2,36,170,3,0.23
F004007,12103,"Flour, wheat, white, plain",1479,10.0,1.3,2.2,1.9,73.2,21,7.5,36,170,3,0.18
F004008,12104,"Flour, wheat, white, plain, added vitamins B1, B2, B3, B6, E & folate & Fe, Mg & Zn (Jackaroo)",1417,11.1,1.5,3.8,1.1,67.3,22,3.0,120,180,4,0.23
F004009,12103,"Flour, wheat, white, self-raising",1479,10.0,1.3,2.2,1.9,73.2,59,5.8,33,150,740,0.18
F004013,12104,"Flour, wheat, white, self-raising, added vitamins B1, B2, B3, B6, E & folate & Fe, Mg & Zn (Jackaroo)",1373,10.7,1.4,3.7,1.1,65.2,21,2.9,116,174,852,0.22
F004014,12103,"Flour, wheat, wholemeal, plain",1371,11.6,1.6,8.8,2.0,61.6,29,8.9,89,310,2,0.22
F004015,12103,"Flour, wheat, wholemeal, self-raising",1471,11.4,2.1,11.3,0.9,65.3,68,1.0,102,284,655,0.30
F004025,18502,"Frankfurt, cooked",1051,14.3,19.9,1.8,0.2,3.4,33,7.7,20,93,770,7.51
F004099,11307,"Fruit drink, apple juice",137,0.1,0.0,0.0,7.8,8.2,2,3.0,2,47,5,0.00
F004102,11307,"Fruit drink, cranberry",182,0.0,0.0,0.1,11.3,11.3,8,4.0,6,20,16,0.00
F004114,11307,"Fruit drink, orange juice",163,0.2,0.0,0.0,9.6,9.6,8,4.0,5,72,9,0.00
F004141,16702,"Fruit salad, canned in fruit juice",200,0.7,0.1,1.4,9.8,10.4,6,0.0,10,150,4,0.00
F004142,16702,"Fruit salad, canned in fruit juice, drained",207,0.8,0.2,2.3,9.5,10.1,6,0.0,11,135,4,0.00
F004143,16702,"Fruit salad, canned in fruit juice, juice only",191,0.4,0.0,0.2,10.2,11.0,6,0.0,8,170,4,0.00
F004192,24802,"Garlic, peeled, fresh, fried, no added fat",842,9.8,4.5,27.2,2.4,16.4,48,0.8,40,822,13,1.26
F004193,24802,"Garlic, peeled, fresh, raw",522,6.1,2.8,16.9,1.5,10.2,30,0.5,25,510,8,0.78
F004196,31502,"Gelatine, all types",1449,84.4,0.4,0.0,0.0,0.0,250,0.0,15,7,330,0.19
F004201,15101,"Gemfish, flesh, baked, no added fat",460,19.2,3.6,0.0,0.1,0.1,16,20.4,18,195,54,0.99
F004202,15101,"Gemfish, flesh, raw",335,14.0,2.6,0.0,0.1,0.1,11,15.7,13,142,40,0.72
F004203,15101,"Gemfish, flesh, steamed, no added fat",569,26.4,3.1,0.0,0.3,0.3,10,0.0,25,274,72,0.87
F004205,14102,"Ghee, clarified butter",3701,0.3,99.9,0.0,0.0,0.0,4,8.8,0,5,2,65.69
F004206,23202,"Gherkin, pickled, drained, commercial",441,0.4,0.3,0.9,23.6,24.4,22,0.0,8,11,520,0.00
F004210,31302,"Ginger, dried, ground",1397,9.0,4.2,14.1,3.4,57.5,114,12.4,214,1320,27,2.20
F004212,24302,"Ginger, peeled, fresh, fried, no added fat",160,1.0,0.5,3.4,2.1,5.8,21,0.0,34,293,13,0.00
F004213,24302,"Ginger, peeled, fresh, raw",132,0.8,0.4,2.8,1.7,4.8,17,0.0,28,240,11,0.00
F004219,27102,"Glucose, liquid or syrup",1268,0.0,0.0,0.0,33.0,87.5,8,0.0,2,3,150,0.00
F004220,12103,"Gluten, from wheat (vital wheat gluten)",1507,75.2,0.0,0.6,0.0,13.2,142,3.0,25,100,29,0.00
F004229,18202,"Goat, all cuts, separable fat, baked, no added fat",2556,10.0,64.5,0.0,0.0,0.0,7,11.0,12,175,40,32.70
F004230,18202,"Goat, all cuts, separable fat, raw",1855,12.2,44.6,0.0,0.0,0.0,13,11.0,7,125,45,24.28
F004232,18202,"Goat, forequarter, lean, baked, no added fat",676,30.8,4.2,0.0,0.0,0.0,10,11.0,23,305,74,1.65
F004233,18202,"Goat, forequarter, lean, raw",432,21.6,1.8,0.0,0.0,0.0,10,11.0,20,315,74,0.75
F004234,18202,"Goat, leg, lean, baked, no added fat",695,33.8,3.2,0.0,0.0,0.0,8,11.0,26,335,60,1.46
F004235,18202,"Goat, leg, lean, raw",456,22.2,2.1,0.0,0.0,0.0,6,11.0,22,340,64,1.02
F004236,18202,"Goat, loin, lean, baked, no added fat",612,29.2,3.1,0.0,0.0,0.0,16,11.0,22,320,84,1.46
F004237,18202,"Goat, loin, lean, raw",432,22.2,1.4,0.0,0.0,0.0,10,11.0,22,340,76,0.59
F004238,18202,"Goat, meat, all cuts, lean, baked, no added fat",661,31.3,3.5,0.0,0.0,0.0,11,11.0,23,320,73,1.52
F004239,18202,"Goat, meat, all cuts, lean, casseroled, no added fat",871,43.6,3.5,0.0,0.0,0.0,17,10.9,27,361,78,1.56
F004240,18202,"Goat, meat, all cuts, lean, raw",440,22.0,1.8,0.0,0.0,0.0,9,11.0,21,332,72,0.79
F004241,18202,"Goat, meat, all cuts, untrimmed, baked, no added fat",847,29.2,9.5,0.0,0.0,0.0,11,11.0,22,306,70,4.58
F004242,18202,"Goat, meat, all cuts, untrimmed, casseroled, no added fat ",1011,37.8,10.0,0.0,0.0,0.0,16,9.8,23,308,68,5.15
F004243,18202,"Goat, meat, all cuts, untrimmed, raw",566,21.2,5.6,0.0,0.0,0.0,9,11.0,20,313,69,2.88
F004244,16802,"Goji berry, dried",1244,11.9,3.7,11.2,47.7,49.1,53,2.6,84,1400,450,0.64
F004253,16601,"Grape, black muscatel/muscat, raw",349,1.1,0.1,2.7,18.8,18.8,9,0.0,8,160,8,0.00
F004254,16601,"Grape, black sultana, raw",278,1.2,0.1,3.3,14.0,14.0,11,0.0,9,150,3,0.00
F004256,16601,"Grape, cornichon, raw",257,1.3,0.1,2.5,12.7,12.7,5,0.0,8,190,3,0.00
F004260,16601,"Grape, green, raw",273,0.8,0.0,0.8,15.2,15.6,10,0.0,8,220,0,0.00
F004259,16601,"Grape, red globe, raw",322,0.9,0.2,3.5,16.3,16.3,10,0.0,8,270,5,0.00
F004261,16601,"Grape, waltham cross, raw",281,0.8,0.1,3.5,14.4,14.4,12,0.0,6,180,6,0.00
F004262,16303,"Grapefruit, peeled, raw",125,0.9,0.2,1.7,4.8,4.8,21,0.0,8,120,4,0.00
F004263,23102,"Gravy powder, dry mix",1311,8.9,6.2,0.1,0.7,54.7,30,1.4,27,129,6020,2.89
F004265,23101,"Gravy, prepared from dry powder with water",109,0.7,0.5,0.0,0.0,4.5,4,0.9,3,11,502,0.24
F004286,16504,"Guava, Hawaiian, raw",144,0.7,0.5,5.4,3.4,3.5,10,0.0,12,150,4,0.00
F004299,18602,"Ham, leg, lean",467,17.0,2.5,1.8,0.8,2.0,9,8.8,22,335,1250,0.85
F004358,13506,"Hamburger, white roll, beef patty, with cheese, onion, pickles & sauce, fast food chain",1096,15.1,12.1,1.7,2.9,22.4,120,20.0,23,200,590,5.88
F004362,13505,"Hamburger, white roll, beef patty, with salad, independent takeaway outlet",870,12.1,9.1,2.6,1.3,18.0,64,11.4,17,220,439,3.70
F004380,27102,Honey,1162,0.3,0.0,0.0,72.3,72.3,8,0.0,2,66,8,0.00
F004389,13503,"Hot dog, bread roll, frankfurt & sauce filling",992,10.6,8.8,2.5,4.0,27.4,57,35.0,24,131,610,3.08
F004415,27303,"Ice confection, stick or tub, fruit juice or fruit flavoured",306,0.2,0.1,0.0,18.7,18.7,3,0.0,3,33,6,0.00
F004419,19505,"Ice confection, stick, milk-based, various flavours",563,2.9,5.3,0.2,19.8,19.8,88,18.0,14,150,40,3.58
F004421,27303,"Ice confection, stick, water-based, various flavours",280,0.2,0.0,0.0,17.1,17.1,2,0.8,0,3,6,0.00
F004507,19501,"Ice cream, vanilla flavour, premium or rich (~15% fat)",916,3.2,13.5,0.0,19.7,22.5,110,24.0,10,150,37,8.94
F004508,19501,"Ice cream, vanilla flavour, regular fat",788,3.7,10.6,0.0,18.4,20.5,93,22.2,12,142,48,7.16
F004594,16504,"Jackfruit, peeled, raw",347,2.2,0.3,3.0,16.3,16.7,18,0.0,14,350,3,0.10
F004600,27201,"Jam, berry",1100,0.3,0.0,1.6,67.2,67.3,8,0.0,6,56,12,0.00
F004604,27201,"Jam, plum",1050,0.2,0.0,0.9,64.3,64.4,5,0.0,4,84,14,0.00
F004607,27201,"Jam, stone fruit",1050,0.2,0.0,0.9,64.3,64.4,5,0.0,4,84,14,0.00
F004611,27301,"Jelly crystals, sugar sweetened, all flavours",1582,7.1,0.0,0.0,90.7,90.7,4,0.0,0,4,520,0.00
F004615,27301,"Jelly, sugar sweetened, all flavours, prepared",230,1.0,0.0,0.0,13.2,13.2,2,0.6,1,1,78,0.00
F004656,11301,"Juice, apple & blackcurrant, commercial",162,0.2,0.0,0.0,9.3,9.3,5,0.0,4,94,6,0.00
F004663,11301,"Juice, apple, commercial, added vitamin C",121,0.2,0.0,0.2,7.0,7.0,6,4.0,6,120,6,0.00
F004726,11301,"Juice, lemon",115,0.6,0.2,2.5,1.8,1.8,20,0.0,9,120,2,0.00
F004729,11301,"Juice, lime",122,0.8,0.2,4.1,1.2,1.2,22,0.0,11,150,3,0.00
F004731,11301,"Juice, orange & mango, commercial",146,0.6,0.0,0.2,7.7,7.7,9,0.0,9,160,4,0.00
F004739,11301,"Juice, orange, commercial",112,0.8,0.0,0.3,5.4,5.4,7,0.0,7,145,2,0.00
F004780,24201,"Kale, cooked, no added fat",147,4.7,0.0,6.7,0.4,0.4,328,9.1,70,657,171,0.00
F004781,24201,"Kale, raw",103,3.3,0.0,4.7,0.3,0.3,230,6.7,49,460,120,0.00
F004786,18201,"Kangaroo, loin fillet, grilled, no added fat",556,30.1,1.2,0.0,0.0,0.0,4,0.0,30,390,44,0.38
F004787,18201,"Kangaroo, loin fillet, raw",397,21.4,0.9,0.0,0.0,0.0,3,0.0,26,350,40,0.26
F004789,18201,"Kangaroo, rump, baked, no added fat",669,33.9,2.5,0.0,0.0,0.0,4,0.0,29,370,51,0.93
F004790,18201,"Kangaroo, rump, raw",373,20.3,0.8,0.0,0.0,0.0,3,0.0,24,320,47,0.22
F009815,18011,"Kangaroo, steak, as purchased, fried, no added fat",655,34.6,1.5,0.0,0.6,0.6,6,0.0,30,458,52,0.46
F009791,18011,"Kangaroo, steak, as purchased, raw",426,22.5,1.0,0.0,0.4,0.4,4,0.0,23,350,40,0.30
F004792,18201,"Kangaroo, tail, cooked, no added fat",464,24.4,1.3,0.0,0.0,0.0,14,2.3,16,205,145,0.36
F004793,18201,"Kangaroo, tail, raw",381,20.0,1.1,0.0,0.0,0.0,13,2.5,15,210,140,0.29
F004810,15101,"Kingfish, yellowtail, aquacultured, fillet, with skin, grilled, no added fat",1175,31.3,17.4,0.0,0.0,0.0,160,11.0,40,532,49,4.19
F004811,15101,"Kingfish, yellowtail, aquacultured, fillet, with skin, raw",858,22.9,12.7,0.0,0.0,0.0,117,8.5,29,388,36,3.06
F004812,15101,"Kingfish, yellowtail, aquacultured, fillet, with skin, steamed, no added fat",1021,27.2,15.1,0.0,0.0,0.0,139,8.0,31,393,36,3.64
F004815,16601,"Kiwifruit, gold, peeled, raw",244,1.2,0.5,1.8,10.9,11.1,18,0.0,14,306,3,0.00
F004816,16601,"Kiwifruit, green (hayward), peeled, raw",230,1.2,0.7,3.0,8.8,9.1,28,0.0,15,279,2,0.17
F004819,24201,"Kohlrabi, peeled, fresh, boiled, drained",170,3.8,0.1,3.4,4.4,4.4,25,0.0,26,478,16,0.00
F004820,24201,"Kohlrabi, peeled, fresh, raw",163,3.7,0.1,3.3,4.2,4.2,25,0.0,26,510,16,0.00
F009795,29505,"Kombucha, flavoured, added juice or intense sweeteners",28,0.0,0.0,0.1,0.8,0.9,0,0.0,0,2,0,0.00
F004830,18102,"Lamb, all cuts, separable fat, cooked",2251,16.2,53.4,0.0,0.0,0.0,6,0.0,8,110,28,24.72
F004831,18102,"Lamb, all cuts, separable fat, raw",2315,10.8,57.6,0.0,0.0,0.0,5,0.0,6,91,22,25.75
F004837,18102,"Lamb, boneless dice or strips, lean, casseroled, no added fat",776,32.2,6.2,0.0,0.0,0.0,8,0.9,26,275,43,2.00
F004838,18102,"Lamb, boneless dice or strips, lean, raw",541,21.6,4.7,0.0,0.0,0.0,5,1.2,27,340,53,1.59
F004839,18102,"Lamb, boneless dice or strips, lean, stir-fried, no added fat",768,29.7,7.1,0.0,0.0,0.0,5,1.2,27,390,59,2.59
F004840,18102,"Lamb, boneless dice or strips, untrimmed, casseroled, no added fat",802,31.9,7.0,0.0,0.0,0.0,8,0.9,26,272,43,2.40
F004841,18102,"Lamb, boneless dice or strips, untrimmed, raw",583,21.3,6.0,0.0,0.0,0.0,5,1.2,26,334,52,2.16
F004842,18102,"Lamb, boneless dice or strips, untrimmed, stir-fried, no added fat",793,29.4,7.9,0.0,0.0,0.0,5,1.2,27,385,58,2.98
F004843,18102,"Lamb, boneless, fillet or loin, lean, grilled, no added fat",667,27.2,5.6,0.0,0.0,0.0,8,1.2,28,370,69,2.66
F004844,18102,"Lamb, boneless, fillet or loin, lean, raw",491,20.3,4.0,0.0,0.0,0.0,5,1.2,24,365,69,1.82
F004845,18102,"Lamb, boneless, fillet or loin, untrimmed, grilled, no added fat",699,26.9,6.5,0.0,0.0,0.0,7,1.2,28,364,68,3.11
F004846,18102,"Lamb, boneless, fillet or loin, untrimmed, raw",564,19.9,6.1,0.0,0.0,0.0,5,1.2,24,354,67,2.77
F004898,18102,"Lamb, chop, with bone, chump, lean, grilled, no added fat",957,34.1,10.2,0.0,0.0,0.0,11,1.2,32,330,65,3.62
F004899,18102,"Lamb, chop, with bone, chump, lean, raw",542,22.5,4.3,0.0,0.0,0.0,6,1.2,30,350,65,1.40
F004907,18102,"Lamb, chop, with bone, chump, semi-trimmed, grilled, no added fat",1132,31.7,16.0,0.0,0.0,0.0,10,1.0,29,300,60,6.46
F004908,18102,"Lamb, chop, with bone, chump, semi-trimmed, raw",753,21.1,10.6,0.0,0.0,0.0,6,1.0,27,319,60,4.29
F004910,18102,"Lamb, chop, with bone, chump, untrimmed, grilled, no added fat",1251,30.0,20.0,0.0,0.0,0.0,10,0.9,27,280,57,8.40
F004911,18102,"Lamb, chop, with bone, chump, untrimmed, raw",981,19.6,17.5,0.0,0.0,0.0,6,0.9,24,286,54,7.43
F004883,18102,"Lamb, chop, with bone, forequarter, grilled, no added fat",1172,25.6,19.9,0.0,0.0,0.0,7,1.0,24,301,59,8.44
F004884,18102,"Lamb, chop, with bone, forequarter, lean, grilled, no added fat",898,28.0,11.4,0.0,0.0,0.0,8,1.2,28,350,67,4.30
F004885,18102,"Lamb, chop, with bone, forequarter, lean, raw",559,20.5,5.7,0.0,0.0,0.0,10,1.2,27,330,72,1.99
F004886,18102,"Lamb, chop, with bone, forequarter, semi-trimmed, grilled, no added fat",1108,26.2,17.9,0.0,0.0,0.0,7,1.0,25,313,61,7.48
F004887,18102,"Lamb, chop, with bone, forequarter, semi-trimmed, raw",971,18.2,17.9,0.0,0.0,0.0,9,0.9,22,274,60,7.57
F004888,18102,"Lamb, chop, with bone, forequarter, untrimmed, raw",1126,17.4,22.4,0.0,0.0,0.0,8,0.8,20,253,56,9.65
F004889,18102,"Lamb, chop, with bone, loin or chump, lean, grilled, no added fat",900,32.0,9.6,0.0,0.0,0.0,11,1.2,32,330,70,3.48
F004890,18102,"Lamb, chop, with bone, loin or chump, lean, raw",606,25.6,4.6,0.0,0.0,0.0,7,1.2,30,340,68,1.60
F004891,18102,"Lamb, chop, with bone, loin or chump, semi-trimmed, grilled, no added fat",1042,30.2,14.3,0.0,0.0,0.0,10,1.1,29,306,65,5.74
F004892,18102,"Lamb, chop, with bone, loin or chump, semi-trimmed, raw",804,23.8,10.8,0.0,0.0,0.0,7,1.1,27,311,63,4.39
F004893,18102,"Lamb, chop, with bone, loin or chump, untrimmed, grilled, no added fat",1202,28.4,19.4,0.0,0.0,0.0,10,0.9,27,281,60,8.23
F004894,18102,"Lamb, chop, with bone, loin or chump, untrimmed, raw",1128,20.8,20.9,0.0,0.0,0.0,6,0.8,22,264,54,9.02
F004918,18102,"Lamb, cutlet or frenched cutlet, with bone, lean, grilled, no added fat",837,30.5,8.6,0.0,0.0,0.0,10,0.8,30,320,66,3.16
F004919,18102,"Lamb, cutlet or frenched cutlet, with bone, lean, raw",585,20.9,6.2,0.0,0.0,0.0,9,1.2,30,350,64,2.24
F004920,18102,"Lamb, cutlet or frenched cutlet, with bone, semi-trimmed, grilled, no added fat",1106,27.8,17.1,0.0,0.0,0.0,9,0.7,26,280,59,7.28
F004921,18102,"Lamb, cutlet or frenched cutlet, with bone, semi-trimmed, raw",890,19.1,15.3,0.0,0.0,0.0,9,1.0,26,304,56,6.38
F004922,18102,"Lamb, cutlet or frenched cutlet, with bone, untrimmed, grilled, no added fat",1163,27.2,18.9,0.0,0.0,0.0,9,0.6,25,272,57,8.13
F004923,18102,"Lamb, cutlet or frenched cutlet, with bone, untrimmed, raw",976,18.6,17.8,0.0,0.0,0.0,8,0.9,24,291,54,7.56
F004927,18102,"Lamb, diced, lean, casseroled, no added fat",776,32.2,6.2,0.0,0.0,0.0,8,0.9,26,275,43,2.00
F004928,18102,"Lamb, diced, lean, raw",554,21.3,5.2,0.0,0.0,0.0,5,1.2,27,340,53,1.82
F004929,18102,"Lamb, diced, lean, stir-fried, no added fat",773,31.3,6.5,0.0,0.0,0.0,5,1.2,27,390,59,2.45
F004930,18102,"Lamb, diced, untrimmed, casseroled, no added fat",809,31.8,7.2,0.0,0.0,0.0,8,0.9,25,271,42,2.51
F004931,18102,"Lamb, diced, untrimmed, raw",588,21.1,6.2,0.0,0.0,0.0,5,1.2,26,335,52,2.27
F004932,18102,"Lamb, diced, untrimmed, stir-fried, no added fat",806,31.0,7.6,0.0,0.0,0.0,5,1.2,26,384,58,2.95
F004947,18102,"Lamb, eye of loin, lean, microwaved, no added fat",663,26.8,5.6,0.0,0.0,0.0,9,1.2,26,330,63,2.68
F004948,18102,"Lamb, eye of loin, lean, raw",498,20.8,3.9,0.0,0.0,0.0,5,1.2,25,360,69,1.79
F004950,18102,"Lamb, eye of loin, untrimmed, microwaved, no added fat",691,26.6,6.5,0.0,0.0,0.0,9,1.2,26,326,62,3.08
F004951,18102,"Lamb, eye of loin, untrimmed, raw",545,20.6,5.3,0.0,0.0,0.0,5,1.2,24,353,68,2.42
F004953,18102,"Lamb, fillet, lean, grilled, no added fat",671,27.5,5.5,0.0,0.0,0.0,6,1.2,30,410,75,2.63
F004954,18102,"Lamb, fillet, lean, raw",485,19.8,4.0,0.0,0.0,0.0,5,1.2,24,370,69,1.84
F004955,18102,"Lamb, fillet, untrimmed, grilled, no added fat",707,27.2,6.6,0.0,0.0,0.0,6,1.2,30,403,74,3.14
F004956,18102,"Lamb, fillet, untrimmed, raw",584,19.3,6.9,0.0,0.0,0.0,5,1.1,23,355,66,3.13
F005013,18102,"Lamb, leg roast, lean, raw",477,21.1,3.2,0.0,0.0,0.0,6,1.2,30,350,68,1.04
F005014,18102,"Lamb, leg roast, lean, roasted, no added fat",742,30.6,6.0,0.0,0.0,0.0,6,1.2,29,310,65,2.13
F005015,18102,"Lamb, leg roast, semi-trimmed, raw",604,20.4,7.0,0.0,0.0,0.0,6,1.1,28,332,65,2.74
F005016,18102,"Lamb, leg roast, semi-trimmed, roasted, no added fat",840,29.7,9.1,0.0,0.0,0.0,6,1.1,28,297,62,3.60
F005017,18102,"Lamb, leg roast, untrimmed, raw",786,19.4,12.3,0.0,0.0,0.0,6,1.0,26,306,60,5.19
F005018,18102,"Lamb, leg roast, untrimmed, roasted, no added fat",958,28.5,12.8,0.0,0.0,0.0,6,1.0,26,281,60,5.37
F005021,18401,"Lamb, liver, grilled, no added fat",822,21.5,11.1,0.0,0.0,2.6,6,6.4,20,330,73,3.29
F005026,18102,"Lamb, loin chop, lean, grilled, no added fat",843,29.8,9.1,0.0,0.0,0.0,11,1.2,32,330,74,3.35
F005027,18102,"Lamb, loin chop, lean, raw",671,28.6,5.0,0.0,0.0,0.0,8,1.2,30,330,71,1.80
F005036,18102,"Lamb, loin chop, semi-trimmed, grilled, no added fat",953,28.7,12.6,0.0,0.0,0.0,11,1.1,30,313,70,5.02
F005037,18102,"Lamb, loin chop, semi-trimmed, raw",856,26.6,10.9,0.0,0.0,0.0,8,1.1,27,303,65,4.49
F005043,18102,"Lamb, loin chop, untrimmed, grilled, no added fat",1154,26.8,18.9,0.0,0.0,0.0,10,0.9,27,281,64,8.06
F005044,18102,"Lamb, loin chop, untrimmed, raw",1276,22.0,24.4,0.0,0.0,0.0,7,0.8,21,242,53,10.61
F005049,18102,"Lamb, mince, raw",602,20.4,6.9,0.0,0.0,0.0,13,1.2,20,270,57,2.32
F005050,18102,"Lamb, mince, stir-fried, no added fat",729,24.4,8.5,0.0,0.0,0.0,11,1.2,28,291,74,3.12
F005053,18102,"Lamb, mini roast, lean, roasted, no added fat",680,27.8,5.6,0.0,0.0,0.0,5,1.2,24,270,58,1.98
F005054,18102,"Lamb, mini roast, semi-trimmed, roasted, no added fat",779,27.1,8.6,0.0,0.0,0.0,5,1.1,23,260,56,3.42
F005055,18102,"Lamb, mini roast, untrimmed, roasted, no added fat",858,26.5,11.0,0.0,0.0,0.0,5,1.1,22,252,55,4.56
F005068,18102,"Lamb, roasting piece, leg or mini roast, lean, raw",512,21.5,4.0,0.0,0.0,0.0,5,1.2,26,325,66,1.28
F005069,18102,"Lamb, roasting piece, leg or mini roast, lean, roasted, no added fat",711,29.2,5.8,0.0,0.0,0.0,5,1.2,26,290,62,2.06
F005070,18102,"Lamb, roasting piece, leg or mini roast, semi-trimmed, raw",633,20.8,7.6,0.0,0.0,0.0,5,1.1,25,309,62,2.93
F005071,18102,"Lamb, roasting piece, leg or mini roast, semi-trimmed, roasted, no added fat",810,28.4,8.8,0.0,0.0,0.0,5,1.1,25,278,59,3.51
F005072,18102,"Lamb, roasting piece, leg or mini roast, untrimmed, raw",784,19.9,12.0,0.0,0.0,0.0,5,1.0,23,289,59,4.98
F005073,18102,"Lamb, roasting piece, leg or mini roast, untrimmed, roasted, no added fat",908,27.5,11.9,0.0,0.0,0.0,5,1.0,24,267,57,4.96
F005074,18102,"Lamb, roasting piece, shoulder, lean, raw",468,18.2,4.3,0.0,0.0,0.0,7,1.2,26,340,53,1.50
F005067,18102,"Lamb, roasting piece, shoulder, lean, roasted, no added fat",703,29.6,5.4,0.0,0.0,0.0,6,1.2,24,280,69,2.04
F005075,18102,"Lamb, roasting piece, shoulder, semi-trimmed, raw",695,17.3,10.8,0.0,0.0,0.0,7,1.0,24,309,49,4.48
F005076,18102,"Lamb, roasting piece, shoulder, semi-trimmed, roasted, no added fat",859,28.2,10.2,0.0,0.0,0.0,6,1.1,22,263,65,4.32
F005077,18102,"Lamb, roasting piece, shoulder, untrimmed, raw",894,16.5,16.6,0.0,0.0,0.0,6,0.9,21,283,46,7.09
F005078,18102,"Lamb, roasting piece, shoulder, untrimmed, roasted, no added fat",1095,26.2,17.5,0.0,0.0,0.0,6,0.9,20,237,59,7.78
F005094,18102,"Lamb, steak, boneless, lean, grilled, no added fat",769,30.8,6.6,0.0,0.0,0.0,6,1.4,28,359,75,2.15
F005095,18102,"Lamb, steak, boneless, lean, raw",546,21.9,4.7,0.0,0.0,0.0,4,1.2,23,300,63,1.52
F005096,18102,"Lamb, steak, boneless, semi-trimmed, grilled, no added fat",863,29.9,9.6,0.0,0.0,0.0,6,1.3,26,343,72,3.57
F005097,18102,"Lamb, steak, boneless, semi-trimmed, raw",662,21.2,8.2,0.0,0.0,0.0,4,1.1,22,286,60,3.11
F005098,18102,"Lamb, steak, boneless, untrimmed, grilled, no added fat",937,29.2,11.9,0.0,0.0,0.0,6,1.2,25,331,70,4.70
F005099,18102,"Lamb, steak, boneless, untrimmed, raw",782,20.4,11.8,0.0,0.0,0.0,4,1.0,21,272,58,4.76
F005120,18102,"Lamb, stir-fry strips, lean, casseroled, no added fat",776,32.2,6.2,0.0,0.0,0.0,8,0.9,26,275,43,2.00
F005121,18102,"Lamb, stir-fry strips, lean, raw",528,21.9,4.2,0.0,0.0,0.0,5,1.2,27,340,53,1.36
F005122,18102,"Lamb, stir-fry strips, lean, stir-fried, no added fat",763,28.1,7.7,0.0,0.0,0.0,5,1.2,27,390,59,2.73
F005124,18102,"Lamb, stir-fry strips, untrimmed, casseroled, no added fat",794,32.0,6.8,0.0,0.0,0.0,8,0.9,26,273,43,2.28
F005125,18102,"Lamb, stir-fry strips, untrimmed, raw",578,21.6,5.7,0.0,0.0,0.0,5,1.2,26,333,52,2.05
F005126,18102,"Lamb, stir-fry strips, untrimmed, stir-fried, no added fat",781,28.0,8.3,0.0,0.0,0.0,5,1.2,27,386,59,3.00
F005138,18102,"Lamb, with bone, shin, lean, casseroled, no added fat",755,34.6,4.5,0.0,0.0,0.0,20,1.2,25,260,83,2.00
